DatGeracaoConjuntoDados,DscConjuntoUnidadeConsumidora,DscAlimentadorSubestacao,DscSubestacaoDistribuicao,NumOrdemInterrupcao,DscTipoInterrupcao,IdeMotivoInterrupcao,DataInicioInterrupcao,HoraIcicioInterrupcao,DatFimInterrupcao,DscFatoGeradorInterrupcao,NumNivelTensao,NumUnidadeConsumidora,NumConsumidorConjunto,NumAno,NomAgenteRegulado,SigAgente,NumCPFCNPJ,VlrIndiceEnviado
26/05/2023,TABIRA,TAB-01X6,TABIRA,15338549_14095175,N弛 Programada,0,09/12/2017,07:14:00,09/12/2017 09:47,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,21538,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,PRAZERES,PZR-01P2,PRAZERES,15338550_14095377,N弛 Programada,0,09/12/2017,07:14:00,09/12/2017 11:52,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,49874,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,BOM JARDIM,BJD-01C2,BOM JARDIM,15338552_14095076,N弛 Programada,0,09/12/2017,07:16:00,09/12/2017 08:40,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,33992,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,PETROLINA II,PTD-01L1,PETROLINA II,15338554_14095193,N弛 Programada,0,09/12/2017,07:16:00,09/12/2017 10:10,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,245,41172,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,SERRA TALHADA,SRT-01M2,SERRA TALHADA,15338562_14095300,N弛 Programada,0,09/12/2017,07:25:00,09/12/2017 11:07,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ARVORE OU VEGETACAO,13800,14,52321,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,CAXANGA,CAX-01P5,CAXANGA,15338563_14095267,N弛 Programada,0,09/12/2017,07:26:00,09/12/2017 10:52,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,35254,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,PAU AMARELO,PAM-01C1,PAU AMARELO,15338565_14096257,N弛 Programada,0,09/12/2017,07:26:00,09/12/2017 20:25,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - CORROSAO,380,1,65319,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",4763
26/05/2023,TEJUCUPAPO,TJP-01C3,TEJUCUPAPO,15338445_14095008,N弛 Programada,0,09/12/2017,07:30:00,09/12/2017 10:30,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,1397,12409,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",3075
26/05/2023,VICENCIA,VCA-01C4,VICENCIA,15338574_14095263,N弛 Programada,0,09/12/2017,07:31:00,09/12/2017 10:16,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ARVORE OU VEGETACAO,13800,13,21972,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,AFRANIO,RJA-01F4,RAJADA,15338576_14095215,N弛 Programada,0,09/12/2017,07:33:00,09/12/2017 10:20,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,2,5600,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,BREJAO,BRJ-01C1,BREJAO,15338578_14095317,N弛 Programada,6,09/12/2017,07:35:00,09/12/2017 10:33,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ARVORE OU VEGETACAO,13800,2,15379,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,OURICURI,SCZ-01S4,SANTA CRUZ,15338581_14095224,N弛 Programada,0,09/12/2017,07:36:00,09/12/2017 10:17,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,3,29685,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,BREJAO,BRJ-01C1,BREJAO,15338583_14095521,N弛 Programada,6,09/12/2017,07:39:00,09/12/2017 14:40,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,52,15379,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,ITAMARACA,ITA-01M4,ITAMARACA,15338584_14096833,N弛 Programada,0,09/12/2017,07:40:00,10/12/2017 12:29,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,15481,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,ANGELIM,AGL-01Y3,ANGELIM,15338586_14095552,N弛 Programada,6,09/12/2017,07:41:00,09/12/2017 13:40,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ARVORE OU VEGETACAO,13800,3,13949,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",7862
26/05/2023,TRINDADE,TDD-01C1,TRINDADE,15338589_14095234,N弛 Programada,0,09/12/2017,07:42:00,09/12/2017 10:27,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,11,36413,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",6924
26/05/2023,SERRA TALHADA,SRT-01M6,SERRA TALHADA,15338590_14095010,N弛 Programada,0,09/12/2017,07:42:00,09/12/2017 08:17,INTERNO - NAO PROGRAMADA - TERCEIROS - OBJETO NA REDE,13800,3295,52321,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,FLORESTA,SRT-01M6,SERRA TALHADA,15338590_14095010,N弛 Programada,0,09/12/2017,07:42:00,09/12/2017 08:17,INTERNO - NAO PROGRAMADA - TERCEIROS - OBJETO NA REDE,13800,76,13716,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,TABATINGA,TIN-01P2,TABATINGA,15338592_14095297,N弛 Programada,0,09/12/2017,07:43:00,09/12/2017 10:58,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ARVORE OU VEGETACAO,13800,1,31246,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,MORENO,MOR-01M5,MORENO,15338595_14097948,N弛 Programada,0,09/12/2017,07:45:00,11/12/2017 10:59,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ARVORE OU VEGETACAO,13800,3,16483,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,BREJAO,BRJ-01C4,BREJAO,15338601_14095440,N弛 Programada,6,09/12/2017,07:50:00,09/12/2017 13:16,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,20,15379,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,INAJA,IJA-01I1,INAJ�,15338602_14095380,N弛 Programada,0,09/12/2017,07:50:00,09/12/2017 12:10,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,12,17430,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,INAJA,IJA-01I1,INAJ�,15338602_14095380,N弛 Programada,0,09/12/2017,07:50:00,10/12/2017 16:15,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,9,17430,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",23461
26/05/2023,IGARASSU,IGU-01C2,IGARASSU,15338600_14095131,N弛 Programada,0,09/12/2017,07:50:00,09/12/2017 09:20,INTERNO - NAO PROGRAMADA - TERCEIROS - LIGACAO CLANDESTINA,13800,31,20731,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",2187
26/05/2023,MACAXEIRA,MCX-01X5,MACAXEIRA,15338603_14095012,Programada,0,09/12/2017,07:51:00,09/12/2017 08:55,INTERNO - PROGRAMADA - ALTERACAO - MELHORIA,13800,181,53970,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,ANGELIM,AGL-01Y3,ANGELIM,15338604_14096523,N弛 Programada,6,09/12/2017,07:51:00,10/12/2017 07:08,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ANIMAIS,13800,2,13949,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,MASSANGANO III,MSD-01S4,MASSANGANO II,15338612_14095021,N弛 Programada,0,09/12/2017,07:52:00,09/12/2017 08:52,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ANIMAIS,13800,3,3487,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,MASSANGANO II,MSD-01S4,MASSANGANO II,15338612_14095021,N弛 Programada,0,09/12/2017,07:52:00,09/12/2017 08:52,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ANIMAIS,13800,1284,10590,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,BARRA DE BEBEDOURO,MSD-01S4,MASSANGANO II,15338612_14095021,N弛 Programada,0,09/12/2017,07:52:00,09/12/2017 08:52,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ANIMAIS,13800,389,13532,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,CAMPUS,CPS-01L8,CAMPUS,15338607_14095085,N弛 Programada,0,09/12/2017,07:52:00,09/12/2017 08:49,INTERNO - NAO PROGRAMADA - TERCEIROS - ABALROAMENTO,380,1,70283,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,BOM JARDIM,BJD-01C5,BOM JARDIM,15338611_14096114,N弛 Programada,0,09/12/2017,07:55:00,09/12/2017 19:05,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,33992,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",2901
26/05/2023,JOSE MARIANO,JMA-01C4,JOSE MARIANO,15338630_14095026,N弛 Programada,0,09/12/2017,07:58:00,09/12/2017 08:02,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,13800,1328,31237,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",10954
26/05/2023,QUIPAPA,QPA-01P1,QUIPAPA,15338594_14095025,Programada,0,09/12/2017,08:00:00,09/12/2017 13:30,INTERNO - PROGRAMADA - ALTERACAO - MELHORIA,13800,113,21418,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,GRAVATA,GVT-01C1,GRAVATA,15338537_14095169,Programada,0,09/12/2017,08:00:00,09/12/2017 13:00,INTERNO - PROGRAMADA - ALTERACAO - AMPLIACAO,13800,160,50203,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,TORITAMA,VTE-01V3,VERTENTES,15338621_14095024,Programada,0,09/12/2017,08:01:00,09/12/2017 09:30,INTERNO - PROGRAMADA - ALTERACAO - MELHORIA,13800,5,42647,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,LAJEDO,LJD-01L1,LAJEDO,15338623_14095579,N弛 Programada,0,09/12/2017,08:01:00,09/12/2017 14:36,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,54341,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,CORRENTES,COS-01S5,CORRENTES,15338626_14097516,N弛 Programada,0,09/12/2017,08:03:00,10/12/2017 18:45,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,3,11177,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,SURUBIM,SUB-01C1,SURUBIM,15338633_14095029,N弛 Programada,0,09/12/2017,08:04:00,09/12/2017 09:50,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,10656,42308,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,SURUBIM,SUB-01C1,SURUBIM,15338633_14095029,N弛 Programada,0,09/12/2017,08:04:00,09/12/2017 09:08,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,1367,42308,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",2263
26/05/2023,CORRENTES,COS-01S5,CORRENTES,15338629_14096054,N弛 Programada,0,09/12/2017,08:04:00,09/12/2017 18:25,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,13800,62,11177,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",7389
26/05/2023,BREJAO,BRJ-01C3,BREJAO,15338631_14095471,N弛 Programada,6,09/12/2017,08:04:00,09/12/2017 15:44,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,639,15379,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,JABOATAO,JBT-01C1,JABOATAO,15338517_14124605,N弛 Programada,2,09/12/2017,08:05:00,10/12/2017 15:05,INTERNO - NAO PROGRAMADA - MANUTENCAO - PREVENTIVA,13800,1,39500,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,SAO BENEDITO,SBT-01S2,SAO BENEDITO,15338635_14095206,N弛 Programada,0,09/12/2017,08:08:00,09/12/2017 10:10,INTERNO - NAO PROGRAMADA - TERCEIROS - ACIDENTE,380,1,62126,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,CAMPUS,CPS-01M2,CAMPUS,15338639_14095421,N弛 Programada,0,09/12/2017,08:09:00,09/12/2017 12:35,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ANIMAIS,13800,15,70283,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,MASSANGANO III,MGT-01V3,MASSANGANO III,15338641_14095715,N弛 Programada,0,09/12/2017,08:10:00,09/12/2017 12:50,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ANIMAIS,13800,1,3487,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,IGARASSU,IGU-01C1,IGARASSU,15338646_14095047,Programada,0,09/12/2017,08:13:00,09/12/2017 12:00,INTERNO - PROGRAMADA - ALTERACAO - MELHORIA,13800,319,20731,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,TRINDADE,TDD-01C5,TRINDADE,15337198_14095136,N弛 Programada,0,09/12/2017,08:15:00,09/12/2017 08:41,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,4,36413,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",5433
26/05/2023,GAZOMETRO,GZM-01Z2,GAZOMETRO,15338525_14095789,N弛 Programada,2,09/12/2017,08:15:00,09/12/2017 15:30,INTERNO - NAO PROGRAMADA - MANUTENCAO - PREVENTIVA,13800,1,9380,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",5549
26/05/2023,LAJEDO,LJD-01L1,LAJEDO,15337946_14095057,N弛 Programada,0,09/12/2017,08:19:00,09/12/2017 09:20,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,2,54341,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,DOM AVELAR,DAV-01V4,DOM AVELAR,15338654_14095049,N弛 Programada,0,09/12/2017,08:19:00,09/12/2017 10:45,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ANIMAIS,13800,410,41447,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,DOM AVELAR,DAV-01V4,DOM AVELAR,15338654_14095049,N弛 Programada,0,09/12/2017,08:19:00,09/12/2017 10:50,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ANIMAIS,13800,858,41447,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,BARRA DE BEBEDOURO,DAV-01V4,DOM AVELAR,15338654_14095049,N弛 Programada,0,09/12/2017,08:19:00,09/12/2017 10:45,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ANIMAIS,13800,3,13532,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,TEJUCUPAPO,TJP-01C3,TEJUCUPAPO,15338445_14095050,N弛 Programada,0,09/12/2017,08:20:00,09/12/2017 10:28,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,10,12409,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,DOM AVELAR,DAV-01V1,DOM AVELAR,15338665_14095275,Programada,0,09/12/2017,08:30:00,09/12/2017 11:00,INTERNO - PROGRAMADA - MANUTENCAO - PREVENTIVA,13800,248,41447,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",2606
26/05/2023,CAMOCIM DE SAO FELIX,CSF-01X3,CAMOCIM DE SAO FELIX,15338673_14095396,N弛 Programada,0,09/12/2017,08:35:00,09/12/2017 11:33,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ARVORE OU VEGETACAO,13800,5,23346,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",282
26/05/2023,SERRA TALHADA,SRT-01M1,SERRA TALHADA,15338675_14095530,N弛 Programada,0,09/12/2017,08:35:00,09/12/2017 14:15,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ARVORE OU VEGETACAO,13800,3,52321,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",11151
26/05/2023,BOA VISTA,BVA-01C7,BOA VISTA,15338677_14095497,N弛 Programada,0,09/12/2017,08:37:00,09/12/2017 14:42,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ARVORE OU VEGETACAO,13800,1,10264,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,SERRA TALHADA,SRT-01M1,SERRA TALHADA,15338679_14095749,N弛 Programada,0,09/12/2017,08:37:00,10/12/2017 10:53,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,3,52321,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,VITORIA DE SANTO ANTAO II,VSD-01W2,VITORIA DE SANTO ANTAO DOIS,15338697_14096049,N弛 Programada,0,09/12/2017,08:39:00,09/12/2017 11:55,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,13800,1123,11538,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,AGUAS BELAS,AGB-01C3,AGUAS BELAS,15338683_14095221,N弛 Programada,0,09/12/2017,08:40:00,09/12/2017 10:00,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,9,23163,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,ARCOVERDE,ACV-01C4,ARCOVERDE,15338684_14095213,N弛 Programada,1,09/12/2017,08:40:00,09/12/2017 09:42,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,380,1,40849,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,CATENDE,CTD-01C2,CATENDE,15338687_14097432,N弛 Programada,1,09/12/2017,08:40:00,10/12/2017 18:09,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,380,1,28428,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,SALGUEIRO,SIT-01I2,SERRITA,15338686_14095289,N弛 Programada,0,09/12/2017,08:41:00,09/12/2017 10:57,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,13800,180,43022,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,ORATORIO,ORT-01C2,ORATORIO (SAELPA),15338688_14095072,Programada,0,09/12/2017,08:41:00,09/12/2017 16:25,INTERNO - PROGRAMADA - ALTERACAO - MELHORIA,13800,468,16793,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",828
26/05/2023,NAZARE DA MATA,NZE-01N4,NAZARE DA MATA,15338690_14095235,N弛 Programada,0,09/12/2017,08:42:00,09/12/2017 10:30,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - DESLIGAMENTO POR SEGURANCA,380,1,19661,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,PARNAMIRIM,PNM-01P3,PARNAMIRIM,15338696_14096803,N弛 Programada,0,09/12/2017,08:44:00,10/12/2017 10:45,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,1,7301,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,PESQUEIRA,PQR-01N4,PESQUEIRA,15338699_14095367,N弛 Programada,0,09/12/2017,08:45:00,09/12/2017 11:41,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,2,46463,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,LAJEDO,LJD-01L2,LAJEDO,15338698_14095452,N弛 Programada,0,09/12/2017,08:46:00,09/12/2017 15:27,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,407,54341,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,ESCADA,ECD-01C2,ESCADA,15338702_14095698,N弛 Programada,0,09/12/2017,08:48:00,09/12/2017 15:44,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,13800,42,22816,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,BARREIROS,BAR-01C3,BARREIROS,15338704_14095327,N弛 Programada,0,09/12/2017,08:48:00,09/12/2017 11:35,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,13800,254,22620,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",1963
26/05/2023,PALMARES,BAR-01C3,BARREIROS,15338704_14095327,N弛 Programada,0,09/12/2017,08:48:00,09/12/2017 11:35,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,13800,40,41359,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,ARCOVERDE,VTA-01M1,VENTUROSA,15338705_14095231,N弛 Programada,0,09/12/2017,08:49:00,09/12/2017 09:50,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ARVORE OU VEGETACAO,13800,13,40849,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",1734
26/05/2023,TRINDADE,TDD-01C1,TRINDADE,15338709_14095324,N弛 Programada,0,09/12/2017,08:50:00,09/12/2017 11:38,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - CORROSAO,380,1,36413,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,LAJEDO,LJD-01L1,LAJEDO,15338710_14095472,N弛 Programada,0,09/12/2017,08:51:00,09/12/2017 13:27,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - ARVORE OU VEGETACAO,13800,19,54341,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,SAO CAETANO,SCO-01S2,SAO CAETANO,15338711_14096373,N弛 Programada,0,09/12/2017,08:51:00,09/12/2017 23:18,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,13030,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",3225
26/05/2023,BREJAO,BRJ-01C2,BREJAO,15338714_14095083,N弛 Programada,6,09/12/2017,08:55:00,09/12/2017 11:20,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,13800,1,15379,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,AFRANIO,PSD-01W4,PONTAL SUL II,15338717_14095713,N弛 Programada,0,09/12/2017,08:55:00,09/12/2017 13:30,INTERNO - NAO PROGRAMADA - MEIO AMBIENTE - VENTO,13800,3,5600,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,OURICURI,ORC-01C4,OURICURI,15338723_14095364,N弛 Programada,0,09/12/2017,08:56:00,09/12/2017 11:45,INTERNO - NAO PROGRAMADA - NAO CLASSIFICADA - NAO CLASSIFICADA,13800,2,29685,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",5
26/05/2023,PONTEZINHA,PTZ-01C5,PONTEZINHA,15338725_14096407,N弛 Programada,0,09/12/2017,08:58:00,10/12/2017 00:50,INTERNO - NAO PROGRAMADA - PROPRIAS DO SISTEMA - FALHA DE MATERIAL OU EQUIPAMENTO,380,1,44675,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",0
26/05/2023,CAMARAGIBE,CMG-01C3,CAMARAGIBE,15338720_14095271,Programada,0,09/12/2017,09:00:00,09/12/2017 14:50,INTERNO - PROGRAMADA - ALTERACAO - MELHORIA,13800,128,38013,2017,COPEL DISTRIBUI�ﾇO S.A.,COPEL-DIS,"1,08E+13",5568
